id_evento,nombre_evento,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link,descripcion
2601,CaixaForum Madrid,Madrid,2025-01-11 00:00:00,Concierto,Auditiva,4,2,Cubierto,Desde 5€,https://caixaforum.org/es/madrid,Disfruta de un concierto familiar en CaixaForum Madrid en Madrid el 11 de January de 2025.
2602,Laberinto de Villapresente Cantabria,Cantabria,2025-02-20 00:00:00,Exposición,Visual,1,8,Al aire libre,Gratis,https://laberintodevillapresente.es/,Disfruta de un exposición familiar en Laberinto de Villapresente Cantabria en Cantabria el 20 de February de 2025.
2603,Festival de los Sentidos Albacete,Albacete,2025-08-05 00:00:00,Espectáculo,Cognitiva,4,5,Al aire libre,Por confirmar,https://festivaldelossentidos.com/,Disfruta de un espectáculo familiar en Festival de los Sentidos Albacete en Albacete el 5 de August de 2025.
2604,Teleférico de Madrid,Madrid,2025-11-25 00:00:00,Exposición,Cognitiva,1,0,Al aire libre,Desde 30€,https://teleferico.emtmadrid.es/,Disfruta de un exposición familiar en Teleférico de Madrid en Madrid el 25 de November de 2025.
2605,Atlantis Aquarium Madrid,Madrid,2025-11-25 00:00:00,Museo,Ninguna,1,5,Cubierto,Gratis,https://www.atlantisaquarium-madrid.es/,Disfruta de un museo familiar en Atlantis Aquarium Madrid en Madrid el 25 de November de 2025.
2607,Maratón de los Cuentos Guadalajara,Guadalajara,2025-09-22 00:00:00,Espectáculo,Cognitiva,5,2,Cubierto,Desde 20€,https://www.maratondeloscuentos.org/,Disfruta de un espectáculo familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 22 de September de 2025.
2608,Feria Medieval Ibiza,Illes Balears,2025-11-30 00:00:00,Museo,Movilidad reducida,1,5,Cubierto,Desde 20€,https://ibiza.travel/,Disfruta de un museo familiar en Feria Medieval Ibiza en Illes Balears el 30 de November de 2025.
2609,Castillo de Manzanares el Real,Ciudad Real,2025-03-14 00:00:00,Festival,Visual,3,5,Cubierto,Desde 30€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real,Disfruta de un festival familiar en Castillo de Manzanares el Real en Ciudad Real el 14 de March de 2025.
2610,Festival de los Sentidos Albacete,Albacete,2025-12-21 00:00:00,Parque Temático,Cognitiva,5,8,Cubierto,Desde 30€,https://festivaldelossentidos.com/,Disfruta de un parque temático familiar en Festival de los Sentidos Albacete en Albacete el 21 de December de 2025.
2611,Jurassic World Experience Madrid,Madrid,2025-08-28 00:00:00,Museo,Ninguna,2,8,Cubierto,Por confirmar,https://jurassicworldexperience.es/,Disfruta de un museo familiar en Jurassic World Experience Madrid en Madrid el 28 de August de 2025.
2612,Museo de la Ciencia Valladolid,Valladolid,2025-05-29 00:00:00,Concierto,Cognitiva,4,8,Al aire libre,Gratis,https://museocienciavalladolid.es/,Disfruta de un concierto familiar en Museo de la Ciencia Valladolid en Valladolid el 29 de May de 2025.
2613,Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-06-19 00:00:00,Parque Temático,Movilidad reducida,4,8,Al aire libre,Desde 30€,https://cac.es/,Disfruta de un parque temático familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 19 de June de 2025.
2614,Museo de Cera de Madrid,Madrid,2025-07-22 00:00:00,Museo,Movilidad reducida,1,8,Cubierto,Desde 20€,https://www.museoceramadrid.com/,Disfruta de un museo familiar en Museo de Cera de Madrid en Madrid el 22 de July de 2025.
2615,Museo del Ferrocarril de Madrid,Madrid,2025-08-11 00:00:00,Concierto,Movilidad reducida,5,8,Al aire libre,Por confirmar,https://www.museodelferrocarril.org/,Disfruta de un concierto familiar en Museo del Ferrocarril de Madrid en Madrid el 11 de August de 2025.
2616,Pueblo Español de Barcelona,Barcelona,2025-09-12 00:00:00,Espectáculo,Auditiva,3,8,Al aire libre,Por confirmar,https://poble-espanyol.com/,Disfruta de un espectáculo familiar en Pueblo Español de Barcelona en Barcelona el 12 de September de 2025.
2617,Pinocho en el Circo - Teatro San Pol,Barcelona,2025-05-31 00:00:00,Museo,Cognitiva,2,0,Cubierto,Por confirmar,https://teatrosanpol.com/,Disfruta de un museo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 31 de May de 2025.
2618,Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-10-06 00:00:00,Espectáculo,Visual,5,2,Al aire libre,Por confirmar,https://www.madrid.es/portales/munimadrid,Disfruta de un espectáculo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 6 de October de 2025.
2619,Museo de la Ciencia Valladolid,Valladolid,2025-12-26 00:00:00,Parque Temático,Ninguna,3,8,Al aire libre,Gratis,https://museocienciavalladolid.es/,Disfruta de un parque temático familiar en Museo de la Ciencia Valladolid en Valladolid el 26 de December de 2025.
2620,CaixaForum Madrid,Madrid,2025-10-18 00:00:00,Literatura,Ninguna,1,2,Al aire libre,Gratis,https://caixaforum.org/es/madrid,Disfruta de un literatura familiar en CaixaForum Madrid en Madrid el 18 de October de 2025.
2621,Acuario de Gijón,Asturias,2025-08-24 00:00:00,Museo,Auditiva,2,0,Al aire libre,Desde 5€,https://acuariodegijon.es/,Disfruta de un museo familiar en Acuario de Gijón en Asturias el 24 de August de 2025.
2622,L'Aquàrium Barcelona,Barcelona,2025-02-11 00:00:00,Festival,Cognitiva,5,0,Cubierto,Por confirmar,https://www.aquariumbcn.com/,Disfruta de un festival familiar en L'Aquàrium Barcelona en Barcelona el 11 de February de 2025.
2623,Museo de las Ilusiones Madrid,Madrid,2025-03-15 00:00:00,Literatura,Cognitiva,1,2,Al aire libre,Gratis,https://museumofillusions.es/madrid/,Disfruta de un literatura familiar en Museo de las Ilusiones Madrid en Madrid el 15 de March de 2025.
2624,Jurassic World Experience Madrid,Madrid,2025-03-07 00:00:00,Literatura,Auditiva,2,0,Cubierto,Desde 5€,https://jurassicworldexperience.es/,Disfruta de un literatura familiar en Jurassic World Experience Madrid en Madrid el 7 de March de 2025.
2625,Festival de los Sentidos Albacete,Albacete,2025-09-01 00:00:00,Exposición,Visual,1,0,Cubierto,Desde 20€,https://festivaldelossentidos.com/,Disfruta de un exposición familiar en Festival de los Sentidos Albacete en Albacete el 1 de September de 2025.
2626,Festival de los Sentidos Albacete,Albacete,2025-07-16 00:00:00,Parque Temático,Ninguna,4,2,Al aire libre,Desde 30€,https://festivaldelossentidos.com/,Disfruta de un parque temático familiar en Festival de los Sentidos Albacete en Albacete el 16 de July de 2025.
2627,Jurassic World Experience Madrid,Madrid,2025-11-26 00:00:00,Literatura,Ninguna,1,2,Cubierto,Desde 30€,https://jurassicworldexperience.es/,Disfruta de un literatura familiar en Jurassic World Experience Madrid en Madrid el 26 de November de 2025.
2628,Laberinto de Villapresente Cantabria,Cantabria,2025-12-12 00:00:00,Museo,Visual,1,8,Al aire libre,Por confirmar,https://laberintodevillapresente.es/,Disfruta de un museo familiar en Laberinto de Villapresente Cantabria en Cantabria el 12 de December de 2025.
2629,Castillo de Manzanares el Real,Ciudad Real,2025-02-09 00:00:00,Parque Temático,Movilidad reducida,4,5,Al aire libre,Desde 20€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real,Disfruta de un parque temático familiar en Castillo de Manzanares el Real en Ciudad Real el 9 de February de 2025.
2630,Museo de las Ilusiones Madrid,Madrid,2025-03-16 00:00:00,Festival,Cognitiva,4,2,Cubierto,Desde 5€,https://museumofillusions.es/madrid/,Disfruta de un festival familiar en Museo de las Ilusiones Madrid en Madrid el 16 de March de 2025.
2631,Pinocho en el Circo - Teatro San Pol,Barcelona,2025-07-24 00:00:00,Espectáculo,Movilidad reducida,4,8,Cubierto,Gratis,https://teatrosanpol.com/,Disfruta de un espectáculo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 24 de July de 2025.
2632,Parque de Aventuras Amazonia,Madrid,2025-05-26 00:00:00,Festival,Movilidad reducida,5,8,Cubierto,Por confirmar,https://www.parqueaventuraamazonia.com/,Disfruta de un festival familiar en Parque de Aventuras Amazonia en Madrid el 26 de May de 2025.
2633,Pueblo Español de Barcelona,Barcelona,2025-12-01 00:00:00,Espectáculo,Cognitiva,3,2,Al aire libre,Por confirmar,https://poble-espanyol.com/,Disfruta de un espectáculo familiar en Pueblo Español de Barcelona en Barcelona el 1 de December de 2025.
2634,Feria Medieval Ibiza,Illes Balears,2025-11-12 00:00:00,Exposición,Movilidad reducida,1,8,Cubierto,Por confirmar,https://ibiza.travel/,Disfruta de un exposición familiar en Feria Medieval Ibiza en Illes Balears el 12 de November de 2025.
2635,Festival Emérita Lúdica Mérida,Badajoz,2025-07-27 00:00:00,Concierto,Auditiva,3,2,Al aire libre,Desde 20€,https://meridaludica.com/,Disfruta de un concierto familiar en Festival Emérita Lúdica Mérida en Badajoz el 27 de July de 2025.
2636,Zoo Aquarium de Madrid,Madrid,2025-02-25 00:00:00,Exposición,Ninguna,2,8,Cubierto,Por confirmar,https://www.zoomadrid.com/,Disfruta de un exposición familiar en Zoo Aquarium de Madrid en Madrid el 25 de February de 2025.
2637,Concierto Aitana Estadio Metropolitano,Madrid,2025-06-09 00:00:00,Parque Temático,Visual,3,5,Cubierto,Gratis,https://aitanamusic.es/,Disfruta de un parque temático familiar en Concierto Aitana Estadio Metropolitano en Madrid el 9 de June de 2025.
2638,Museo Naval de Madrid,Madrid,2025-12-12 00:00:00,Concierto,Ninguna,5,5,Al aire libre,Desde 20€,https://www.armada.mde.es/MuseoNaval/,Disfruta de un concierto familiar en Museo Naval de Madrid en Madrid el 12 de December de 2025.
2639,PortAventura World,Madrid,2025-08-15 00:00:00,Espectáculo,Visual,5,2,Al aire libre,Desde 5€,https://www.portaventuraworld.com/,Disfruta de un espectáculo familiar en PortAventura World en Madrid el 15 de August de 2025.
2641,Museo del Prado actividades familiares,Bizkaia,2025-07-01 00:00:00,Espectáculo,Cognitiva,3,2,Cubierto,Desde 5€,https://www.museodelprado.es/,Disfruta de un espectáculo familiar en Museo del Prado actividades familiares en Bizkaia el 1 de July de 2025.
2642,Festival Pirineos Sur,Madrid,2025-08-04 00:00:00,Festival,Movilidad reducida,4,8,Cubierto,Desde 5€,https://pirineos-sur.es/,Disfruta de un festival familiar en Festival Pirineos Sur en Madrid el 4 de August de 2025.
2643,Bioparc Valencia,Valencia,2025-07-06 00:00:00,Festival,Visual,4,8,Al aire libre,Desde 5€,https://www.bioparcvalencia.es/,Disfruta de un festival familiar en Bioparc Valencia en Valencia el 6 de July de 2025.
2644,Zoo Aquarium de Madrid,Madrid,2025-11-10 00:00:00,Concierto,Movilidad reducida,4,8,Cubierto,Gratis,https://www.zoomadrid.com/,Disfruta de un concierto familiar en Zoo Aquarium de Madrid en Madrid el 10 de November de 2025.
2645,Oceanogràfic Valencia,Valencia,2025-05-17 00:00:00,Exposición,Visual,2,8,Al aire libre,Desde 10€,https://www.oceanografic.org/,Disfruta de un exposición familiar en Oceanogràfic Valencia en Valencia el 17 de May de 2025.
2646,CaixaForum Barcelona,Barcelona,2025-10-16 00:00:00,Museo,Ninguna,2,8,Al aire libre,Gratis,https://caixaforum.org/es/barcelona,Disfruta de un museo familiar en CaixaForum Barcelona en Barcelona el 16 de October de 2025.
2647,Jurassic World Experience Madrid,Madrid,2025-05-18 00:00:00,Literatura,Cognitiva,2,2,Cubierto,Por confirmar,https://jurassicworldexperience.es/,Disfruta de un literatura familiar en Jurassic World Experience Madrid en Madrid el 18 de May de 2025.
2648,Museo del Mar de Galicia,A Coruña,2025-06-05 00:00:00,Literatura,Visual,1,8,Cubierto,Por confirmar,https://museodomar.xunta.gal/,Disfruta de un literatura familiar en Museo del Mar de Galicia en A Coruña el 5 de June de 2025.
2649,Oceanogràfic Valencia,Valencia,2025-06-01 00:00:00,Concierto,Visual,4,8,Al aire libre,Desde 30€,https://www.oceanografic.org/,Disfruta de un concierto familiar en Oceanogràfic Valencia en Valencia el 1 de June de 2025.
2650,Museo del Mar de Galicia,A Coruña,2025-04-28 00:00:00,Festival,Visual,4,0,Cubierto,Gratis,https://museodomar.xunta.gal/,Disfruta de un festival familiar en Museo del Mar de Galicia en A Coruña el 28 de April de 2025.
2651,Harpia Balaguer Medieval Lleida,Lleida,2025-01-24 00:00:00,Exposición,Auditiva,2,0,Al aire libre,Desde 10€,https://balaguer.cat/portal/,Disfruta de un exposición familiar en Harpia Balaguer Medieval Lleida en Lleida el 24 de January de 2025.
2653,Museo de las Ilusiones Madrid,Madrid,2025-07-28 00:00:00,Espectáculo,Auditiva,4,2,Al aire libre,Desde 5€,https://museumofillusions.es/madrid/,Disfruta de un espectáculo familiar en Museo de las Ilusiones Madrid en Madrid el 28 de July de 2025.
2654,Bioparc Valencia,Valencia,2025-03-25 00:00:00,Exposición,Movilidad reducida,1,5,Cubierto,Por confirmar,https://www.bioparcvalencia.es/,Disfruta de un exposición familiar en Bioparc Valencia en Valencia el 25 de March de 2025.
2656,Parque Warner Madrid,Madrid,2025-01-27 00:00:00,Concierto,Movilidad reducida,4,8,Al aire libre,Desde 30€,https://www.parquewarner.com/,Disfruta de un concierto familiar en Parque Warner Madrid en Madrid el 27 de January de 2025.
2658,CaixaForum Madrid,Madrid,2025-05-31 00:00:00,Exposición,Auditiva,1,8,Cubierto,Desde 10€,https://caixaforum.org/es/madrid,Disfruta de un exposición familiar en CaixaForum Madrid en Madrid el 31 de May de 2025.
2659,Parque Warner Madrid,Madrid,2025-12-19 00:00:00,Literatura,Auditiva,1,2,Cubierto,Por confirmar,https://www.parquewarner.com/,Disfruta de un literatura familiar en Parque Warner Madrid en Madrid el 19 de December de 2025.
2660,Karting Ángel Burgueño Madrid,Madrid,2025-11-09 00:00:00,Festival,Visual,5,0,Cubierto,Desde 20€,https://kartingangelburgueno.com/,Disfruta de un festival familiar en Karting Ángel Burgueño Madrid en Madrid el 9 de November de 2025.
2662,Festival Tomavistas Madrid,Madrid,2025-05-16 00:00:00,Espectáculo,Visual,3,5,Cubierto,Desde 5€,https://www.tomavistasfestival.com/,Disfruta de un espectáculo familiar en Festival Tomavistas Madrid en Madrid el 16 de May de 2025.
2664,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-10-30 00:00:00,Literatura,Ninguna,2,8,Cubierto,Gratis,https://parquedecabarceno.com/,Disfruta de un literatura familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 30 de October de 2025.
2665,Festival de los Sentidos Albacete,Albacete,2025-05-11 00:00:00,Festival,Movilidad reducida,4,2,Al aire libre,Desde 30€,https://festivaldelossentidos.com/,Disfruta de un festival familiar en Festival de los Sentidos Albacete en Albacete el 11 de May de 2025.
2666,Museo del Ferrocarril de Madrid,Madrid,2025-09-07 00:00:00,Concierto,Visual,5,0,Al aire libre,Desde 10€,https://www.museodelferrocarril.org/,Disfruta de un concierto familiar en Museo del Ferrocarril de Madrid en Madrid el 7 de September de 2025.
2667,Festival Tomavistas Madrid,Madrid,2025-02-21 00:00:00,Concierto,Auditiva,3,0,Al aire libre,Por confirmar,https://www.tomavistasfestival.com/,Disfruta de un concierto familiar en Festival Tomavistas Madrid en Madrid el 21 de February de 2025.
2668,Jurassic World Experience Madrid,Madrid,2025-01-11 00:00:00,Espectáculo,Auditiva,5,8,Al aire libre,Desde 5€,https://jurassicworldexperience.es/,Disfruta de un espectáculo familiar en Jurassic World Experience Madrid en Madrid el 11 de January de 2025.
2669,Pinocho en el Circo - Teatro San Pol,Barcelona,2025-08-31 00:00:00,Espectáculo,Visual,4,0,Al aire libre,Desde 5€,https://teatrosanpol.com/,Disfruta de un espectáculo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 31 de August de 2025.
2672,CosmoCaixa Barcelona,Barcelona,2025-12-17 00:00:00,Literatura,Cognitiva,1,0,Al aire libre,Desde 5€,https://cosmocaixa.org/,Disfruta de un literatura familiar en CosmoCaixa Barcelona en Barcelona el 17 de December de 2025.
2673,Feria Medieval Ibiza,Illes Balears,2025-11-22 00:00:00,Concierto,Visual,5,8,Al aire libre,Desde 5€,https://ibiza.travel/,Disfruta de un concierto familiar en Feria Medieval Ibiza en Illes Balears el 22 de November de 2025.
2674,Pinocho en el Circo - Teatro San Pol,Barcelona,2025-03-04 00:00:00,Literatura,Visual,1,0,Al aire libre,Desde 20€,https://teatrosanpol.com/,Disfruta de un literatura familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 4 de March de 2025.
2675,Bioparc Valencia,Valencia,2025-01-22 00:00:00,Literatura,Cognitiva,1,0,Al aire libre,Desde 10€,https://www.bioparcvalencia.es/,Disfruta de un literatura familiar en Bioparc Valencia en Valencia el 22 de January de 2025.
2676,Pueblo Español de Barcelona,Barcelona,2025-08-29 00:00:00,Literatura,Cognitiva,1,2,Al aire libre,Por confirmar,https://poble-espanyol.com/,Disfruta de un literatura familiar en Pueblo Español de Barcelona en Barcelona el 29 de August de 2025.
2678,Festival Pirineos Sur,Madrid,2025-03-08 00:00:00,Museo,Visual,1,2,Al aire libre,Desde 20€,https://pirineos-sur.es/,Disfruta de un museo familiar en Festival Pirineos Sur en Madrid el 8 de March de 2025.
2679,Castillo de Manzanares el Real,Ciudad Real,2025-06-07 00:00:00,Exposición,Movilidad reducida,2,2,Cubierto,Desde 30€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real,Disfruta de un exposición familiar en Castillo de Manzanares el Real en Ciudad Real el 7 de June de 2025.
2681,Harpia Balaguer Medieval Lleida,Lleida,2025-01-01 00:00:00,Parque Temático,Cognitiva,5,8,Al aire libre,Desde 5€,https://balaguer.cat/portal/,Disfruta de un parque temático familiar en Harpia Balaguer Medieval Lleida en Lleida el 1 de January de 2025.
2682,Teleférico de Madrid,Madrid,2025-11-24 00:00:00,Espectáculo,Ninguna,4,2,Al aire libre,Gratis,https://teleferico.emtmadrid.es/,Disfruta de un espectáculo familiar en Teleférico de Madrid en Madrid el 24 de November de 2025.
2683,Festival de los Sentidos Albacete,Albacete,2025-03-18 00:00:00,Exposición,Auditiva,1,0,Al aire libre,Gratis,https://festivaldelossentidos.com/,Disfruta de un exposición familiar en Festival de los Sentidos Albacete en Albacete el 18 de March de 2025.
2684,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-03-09 00:00:00,Museo,Movilidad reducida,2,2,Cubierto,Desde 20€,https://parquedecabarceno.com/,Disfruta de un museo familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 9 de March de 2025.
2685,Parque Faunia Madrid,Madrid,2025-11-23 00:00:00,Espectáculo,Ninguna,5,2,Al aire libre,Desde 30€,https://www.faunia.es/,Disfruta de un espectáculo familiar en Parque Faunia Madrid en Madrid el 23 de November de 2025.
2686,Teleférico de Madrid,Madrid,2025-06-02 00:00:00,Festival,Ninguna,5,5,Cubierto,Desde 20€,https://teleferico.emtmadrid.es/,Disfruta de un festival familiar en Teleférico de Madrid en Madrid el 2 de June de 2025.
2688,Museo de Cera de Madrid,Madrid,2025-07-03 00:00:00,Museo,Movilidad reducida,1,2,Al aire libre,Desde 10€,https://www.museoceramadrid.com/,Disfruta de un museo familiar en Museo de Cera de Madrid en Madrid el 3 de July de 2025.
2689,Zoo Aquarium de Madrid,Madrid,2025-06-26 00:00:00,Espectáculo,Ninguna,3,0,Al aire libre,Desde 20€,https://www.zoomadrid.com/,Disfruta de un espectáculo familiar en Zoo Aquarium de Madrid en Madrid el 26 de June de 2025.
2690,Karting Ángel Burgueño Madrid,Madrid,2025-04-02 00:00:00,Espectáculo,Movilidad reducida,3,5,Al aire libre,Desde 20€,https://kartingangelburgueno.com/,Disfruta de un espectáculo familiar en Karting Ángel Burgueño Madrid en Madrid el 2 de April de 2025.
2692,L'Aquàrium Barcelona,Barcelona,2025-06-18 00:00:00,Festival,Ninguna,4,5,Cubierto,Por confirmar,https://www.aquariumbcn.com/,Disfruta de un festival familiar en L'Aquàrium Barcelona en Barcelona el 18 de June de 2025.
2693,Jurassic World Experience Madrid,Madrid,2025-03-21 00:00:00,Concierto,Ninguna,5,2,Al aire libre,Gratis,https://jurassicworldexperience.es/,Disfruta de un concierto familiar en Jurassic World Experience Madrid en Madrid el 21 de March de 2025.
2694,Museo del Mar de Galicia,A Coruña,2025-06-29 00:00:00,Exposición,Visual,2,5,Al aire libre,Gratis,https://museodomar.xunta.gal/,Disfruta de un exposición familiar en Museo del Mar de Galicia en A Coruña el 29 de June de 2025.
2695,Karting Ángel Burgueño Madrid,Madrid,2025-05-01 00:00:00,Literatura,Movilidad reducida,2,5,Al aire libre,Desde 5€,https://kartingangelburgueno.com/,Disfruta de un literatura familiar en Karting Ángel Burgueño Madrid en Madrid el 1 de May de 2025.
2696,Familyland Tres Cantos,Madrid,2025-01-18 00:00:00,Concierto,Movilidad reducida,5,8,Al aire libre,Por confirmar,https://familyland.es/,Disfruta de un concierto familiar en Familyland Tres Cantos en Madrid el 18 de January de 2025.
2697,Museo de la Felicidad Madrid,Madrid,2025-05-16 00:00:00,Museo,Visual,1,8,Cubierto,Por confirmar,https://www.museodelafelicidad.es/,Disfruta de un museo familiar en Museo de la Felicidad Madrid en Madrid el 16 de May de 2025.
2698,Oceanogràfic Valencia,Valencia,2025-05-23 00:00:00,Museo,Movilidad reducida,2,8,Cubierto,Desde 30€,https://www.oceanografic.org/,Disfruta de un museo familiar en Oceanogràfic Valencia en Valencia el 23 de May de 2025.
2699,Parque de Aventuras Amazonia,Madrid,2025-05-23 00:00:00,Festival,Auditiva,5,0,Cubierto,Gratis,https://www.parqueaventuraamazonia.com/,Disfruta de un festival familiar en Parque de Aventuras Amazonia en Madrid el 23 de May de 2025.
2700,Museo de la Felicidad Madrid,Madrid,2025-02-23 00:00:00,Parque Temático,Cognitiva,3,0,Cubierto,Por confirmar,https://www.museodelafelicidad.es/,Disfruta de un parque temático familiar en Museo de la Felicidad Madrid en Madrid el 23 de February de 2025.
2701,Dinópolis Teruel,Teruel,2025-09-07 00:00:00,Literatura,Auditiva,2,2,Al aire libre,Desde 30€,https://www.dinopolis.com/,Disfruta de un literatura familiar en Dinópolis Teruel en Teruel el 7 de September de 2025.
2702,Pinocho en el Circo - Teatro San Pol,Barcelona,2025-07-16 00:00:00,Concierto,Movilidad reducida,3,8,Cubierto,Desde 10€,https://teatrosanpol.com/,Disfruta de un concierto familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 16 de July de 2025.
2705,Festival Pirineos Sur,Madrid,2025-07-27 00:00:00,Espectáculo,Cognitiva,4,2,Cubierto,Desde 30€,https://pirineos-sur.es/,Disfruta de un espectáculo familiar en Festival Pirineos Sur en Madrid el 27 de July de 2025.
2706,Pinocho en el Circo - Teatro San Pol,Barcelona,2025-10-08 00:00:00,Exposición,Visual,1,0,Al aire libre,Desde 10€,https://teatrosanpol.com/,Disfruta de un exposición familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 8 de October de 2025.
2707,Acuario de Gijón,Asturias,2025-03-31 00:00:00,Festival,Auditiva,5,0,Al aire libre,Gratis,https://acuariodegijon.es/,Disfruta de un festival familiar en Acuario de Gijón en Asturias el 31 de March de 2025.
2708,Pinocho en el Circo - Teatro San Pol,Barcelona,2025-11-07 00:00:00,Festival,Visual,5,0,Al aire libre,Desde 5€,https://teatrosanpol.com/,Disfruta de un festival familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 7 de November de 2025.
2710,Isla Mágica Sevilla,Sevilla,2025-03-10 00:00:00,Espectáculo,Ninguna,4,2,Al aire libre,Desde 20€,https://www.islamagica.es/,Disfruta de un espectáculo familiar en Isla Mágica Sevilla en Sevilla el 10 de March de 2025.
2711,Parque Faunia Madrid,Madrid,2025-12-13 00:00:00,Espectáculo,Movilidad reducida,5,0,Cubierto,Desde 20€,https://www.faunia.es/,Disfruta de un espectáculo familiar en Parque Faunia Madrid en Madrid el 13 de December de 2025.
2712,Jurassic World Experience Madrid,Madrid,2025-08-12 00:00:00,Exposición,Movilidad reducida,1,2,Cubierto,Desde 10€,https://jurassicworldexperience.es/,Disfruta de un exposición familiar en Jurassic World Experience Madrid en Madrid el 12 de August de 2025.
2713,Teleférico de Madrid,Madrid,2025-03-28 00:00:00,Parque Temático,Cognitiva,4,2,Al aire libre,Desde 30€,https://teleferico.emtmadrid.es/,Disfruta de un parque temático familiar en Teleférico de Madrid en Madrid el 28 de March de 2025.
2715,Karting Ángel Burgueño Madrid,Madrid,2025-11-30 00:00:00,Museo,Ninguna,1,8,Al aire libre,Desde 10€,https://kartingangelburgueno.com/,Disfruta de un museo familiar en Karting Ángel Burgueño Madrid en Madrid el 30 de November de 2025.
2716,Museo de las Ilusiones Madrid,Madrid,2025-02-02 00:00:00,Festival,Movilidad reducida,5,2,Cubierto,Gratis,https://museumofillusions.es/madrid/,Disfruta de un festival familiar en Museo de las Ilusiones Madrid en Madrid el 2 de February de 2025.
2717,Museo Interactivo de la Música Málaga,Málaga,2025-03-31 00:00:00,Museo,Auditiva,1,2,Al aire libre,Desde 5€,https://www.musicaenaccion.com/,Disfruta de un museo familiar en Museo Interactivo de la Música Málaga en Málaga el 31 de March de 2025.
2719,Isla Mágica Sevilla,Sevilla,2025-04-08 00:00:00,Espectáculo,Ninguna,4,5,Al aire libre,Por confirmar,https://www.islamagica.es/,Disfruta de un espectáculo familiar en Isla Mágica Sevilla en Sevilla el 8 de April de 2025.
2720,Festival Emérita Lúdica Mérida,Badajoz,2025-10-13 00:00:00,Espectáculo,Movilidad reducida,3,0,Al aire libre,Desde 5€,https://meridaludica.com/,Disfruta de un espectáculo familiar en Festival Emérita Lúdica Mérida en Badajoz el 13 de October de 2025.
2721,Parque Gulliver Valencia,Valencia,2025-06-13 00:00:00,Festival,Movilidad reducida,3,2,Cubierto,Desde 5€,https://www.visitvalencia.com/,Disfruta de un festival familiar en Parque Gulliver Valencia en Valencia el 13 de June de 2025.
2722,Feria del Caballo Jerez,Cádiz,2025-11-28 00:00:00,Concierto,Movilidad reducida,4,2,Al aire libre,Desde 30€,https://feriadelcaballojerez.com/,Disfruta de un concierto familiar en Feria del Caballo Jerez en Cádiz el 28 de November de 2025.
2723,CaixaForum Barcelona,Barcelona,2025-03-20 00:00:00,Concierto,Cognitiva,5,8,Cubierto,Gratis,https://caixaforum.org/es/barcelona,Disfruta de un concierto familiar en CaixaForum Barcelona en Barcelona el 20 de March de 2025.
2724,PortAventura World,Madrid,2025-04-07 00:00:00,Exposición,Movilidad reducida,1,8,Al aire libre,Desde 20€,https://www.portaventuraworld.com/,Disfruta de un exposición familiar en PortAventura World en Madrid el 7 de April de 2025.
2725,Teleférico de Madrid,Madrid,2025-01-15 00:00:00,Espectáculo,Movilidad reducida,4,0,Cubierto,Desde 30€,https://teleferico.emtmadrid.es/,Disfruta de un espectáculo familiar en Teleférico de Madrid en Madrid el 15 de January de 2025.
2726,CosmoCaixa Barcelona,Barcelona,2025-10-03 00:00:00,Museo,Visual,1,2,Cubierto,Desde 10€,https://cosmocaixa.org/,Disfruta de un museo familiar en CosmoCaixa Barcelona en Barcelona el 3 de October de 2025.
2727,Laberinto de Villapresente Cantabria,Cantabria,2025-11-08 00:00:00,Parque Temático,Ninguna,3,2,Cubierto,Desde 30€,https://laberintodevillapresente.es/,Disfruta de un parque temático familiar en Laberinto de Villapresente Cantabria en Cantabria el 8 de November de 2025.
2729,CaixaForum Barcelona,Barcelona,2025-12-17 00:00:00,Espectáculo,Auditiva,5,5,Cubierto,Por confirmar,https://caixaforum.org/es/barcelona,Disfruta de un espectáculo familiar en CaixaForum Barcelona en Barcelona el 17 de December de 2025.
2730,CaixaForum Barcelona,Barcelona,2025-08-29 00:00:00,Literatura,Ninguna,2,5,Al aire libre,Desde 20€,https://caixaforum.org/es/barcelona,Disfruta de un literatura familiar en CaixaForum Barcelona en Barcelona el 29 de August de 2025.
