id_evento,nombre_evento,tipo_actividad,descripcion,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link
1634,Concierto Aitana Estadio Metropolitano,,Disfruta de un concierto familiar en Concierto Aitana Estadio Metropolitano en Madrid el 28 de July de 2025.,Madrid,2025-07-28 00:00:00,Concierto,Cognitiva,5,8,Al aire libre,Desde 5€,https://aitanamusic.es/
1635,Familyland Tres Cantos,,Disfruta de un exposición familiar en Familyland Tres Cantos en Madrid el 27 de August de 2025.,Madrid,2025-08-27 00:00:00,Exposición,Auditiva,2,0,Al aire libre,Gratis,https://familyland.es/
1637,Parque Warner Madrid,,Disfruta de un concierto familiar en Parque Warner Madrid en Madrid el 12 de June de 2025.,Madrid,2025-06-12 00:00:00,Concierto,Auditiva,4,2,Cubierto,Por confirmar,https://www.parquewarner.com/
1638,Dinópolis Teruel,,Disfruta de un museo familiar en Dinópolis Teruel en Teruel el 26 de October de 2025.,Teruel,2025-10-26 00:00:00,Museo,Visual,1,5,Cubierto,Desde 5€,https://www.dinopolis.com/
1639,Festival Pirineos Sur,,Disfruta de un parque temático familiar en Festival Pirineos Sur en Madrid el 8 de February de 2025.,Madrid,2025-02-08 00:00:00,Parque Temático,Ninguna,4,2,Al aire libre,Desde 10€,https://pirineos-sur.es/
1640,Oceanogràfic Valencia,,Disfruta de un parque temático familiar en Oceanogràfic Valencia en Valencia el 18 de June de 2025.,Valencia,2025-06-18 00:00:00,Parque Temático,Movilidad reducida,3,5,Al aire libre,Desde 10€,https://www.oceanografic.org/
1641,Oceanogràfic Valencia,,Disfruta de un museo familiar en Oceanogràfic Valencia en Valencia el 12 de May de 2025.,Valencia,2025-05-12 00:00:00,Museo,Auditiva,1,0,Cubierto,Desde 30€,https://www.oceanografic.org/
1642,Laberinto de Villapresente Cantabria,,Disfruta de un festival familiar en Laberinto de Villapresente Cantabria en Cantabria el 17 de April de 2025.,Cantabria,2025-04-17 00:00:00,Festival,Cognitiva,3,8,Cubierto,Desde 30€,https://laberintodevillapresente.es/
1646,Museo Naval de Madrid,,Disfruta de un exposición familiar en Museo Naval de Madrid en Madrid el 29 de January de 2025.,Madrid,2025-01-29 00:00:00,Exposición,Cognitiva,2,2,Al aire libre,Desde 10€,https://www.armada.mde.es/MuseoNaval/
1647,L'Aquàrium Barcelona,,Disfruta de un museo familiar en L'Aquàrium Barcelona en Barcelona el 30 de September de 2025.,Barcelona,2025-09-30 00:00:00,Museo,Visual,2,0,Cubierto,Por confirmar,https://www.aquariumbcn.com/
1648,Pinocho en el Circo - Teatro San Pol,,Disfruta de un espectáculo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 2 de May de 2025.,Barcelona,2025-05-02 00:00:00,Espectáculo,Cognitiva,5,5,Al aire libre,Desde 5€,https://teatrosanpol.com/
1649,Harpia Balaguer Medieval Lleida,,Disfruta de un literatura familiar en Harpia Balaguer Medieval Lleida en Lleida el 21 de January de 2025.,Lleida,2025-01-21 00:00:00,Literatura,Auditiva,1,5,Al aire libre,Gratis,https://balaguer.cat/portal/
1650,Parque Faunia Madrid,,Disfruta de un espectáculo familiar en Parque Faunia Madrid en Madrid el 10 de January de 2025.,Madrid,2025-01-10 00:00:00,Espectáculo,Ninguna,5,2,Al aire libre,Desde 20€,https://www.faunia.es/
1651,PortAventura World,,Disfruta de un parque temático familiar en PortAventura World en Madrid el 29 de January de 2025.,Madrid,2025-01-29 00:00:00,Parque Temático,Visual,5,2,Al aire libre,Desde 30€,https://www.portaventuraworld.com/
1652,Festival Emérita Lúdica Mérida,,Disfruta de un concierto familiar en Festival Emérita Lúdica Mérida en Badajoz el 9 de August de 2025.,Badajoz,2025-08-09 00:00:00,Concierto,Cognitiva,5,8,Al aire libre,Desde 30€,https://meridaludica.com/
1653,Museo del Mar de Galicia,,Disfruta de un parque temático familiar en Museo del Mar de Galicia en A Coruña el 23 de September de 2025.,A Coruña,2025-09-23 00:00:00,Parque Temático,Visual,5,2,Cubierto,Desde 5€,https://museodomar.xunta.gal/
1654,Acuario de Gijón,,Disfruta de un museo familiar en Acuario de Gijón en Asturias el 5 de May de 2025.,Asturias,2025-05-05 00:00:00,Museo,Visual,1,5,Cubierto,Gratis,https://acuariodegijon.es/
1655,Museo de la Ciencia Valladolid,,Disfruta de un literatura familiar en Museo de la Ciencia Valladolid en Valladolid el 20 de June de 2025.,Valladolid,2025-06-20 00:00:00,Literatura,Visual,2,0,Al aire libre,Desde 10€,https://museocienciavalladolid.es/
1657,Harpia Balaguer Medieval Lleida,,Disfruta de un parque temático familiar en Harpia Balaguer Medieval Lleida en Lleida el 5 de March de 2025.,Lleida,2025-03-05 00:00:00,Parque Temático,Visual,3,2,Al aire libre,Desde 20€,https://balaguer.cat/portal/
1658,Museo Nacional de Ciencias Naturales,,Disfruta de un literatura familiar en Museo Nacional de Ciencias Naturales en Madrid el 8 de January de 2025.,Madrid,2025-01-08 00:00:00,Literatura,Movilidad reducida,2,5,Cubierto,Desde 20€,https://www.mncn.csic.es/
1659,PortAventura World,,Disfruta de un festival familiar en PortAventura World en Madrid el 11 de November de 2025.,Madrid,2025-11-11 00:00:00,Festival,Movilidad reducida,4,2,Cubierto,Desde 10€,https://www.portaventuraworld.com/
1660,Festival Pirineos Sur,,Disfruta de un exposición familiar en Festival Pirineos Sur en Madrid el 10 de February de 2025.,Madrid,2025-02-10 00:00:00,Exposición,Ninguna,1,0,Cubierto,Desde 10€,https://pirineos-sur.es/
1661,Museo Interactivo de la Música Málaga,,Disfruta de un exposición familiar en Museo Interactivo de la Música Málaga en Málaga el 28 de September de 2025.,Málaga,2025-09-28 00:00:00,Exposición,Auditiva,2,8,Al aire libre,Desde 10€,https://www.musicaenaccion.com/
1662,Festival Emérita Lúdica Mérida,,Disfruta de un literatura familiar en Festival Emérita Lúdica Mérida en Badajoz el 3 de February de 2025.,Badajoz,2025-02-03 00:00:00,Literatura,Movilidad reducida,1,8,Al aire libre,Desde 20€,https://meridaludica.com/
1663,Jurassic World Experience Madrid,,Disfruta de un festival familiar en Jurassic World Experience Madrid en Madrid el 22 de May de 2025.,Madrid,2025-05-22 00:00:00,Festival,Movilidad reducida,5,5,Al aire libre,Por confirmar,https://jurassicworldexperience.es/
1664,Festival Emérita Lúdica Mérida,,Disfruta de un parque temático familiar en Festival Emérita Lúdica Mérida en Badajoz el 2 de February de 2025.,Badajoz,2025-02-02 00:00:00,Parque Temático,Movilidad reducida,5,2,Cubierto,Por confirmar,https://meridaludica.com/
1665,Museo del Ferrocarril de Madrid,,Disfruta de un literatura familiar en Museo del Ferrocarril de Madrid en Madrid el 10 de July de 2025.,Madrid,2025-07-10 00:00:00,Literatura,Visual,2,0,Al aire libre,Desde 10€,https://www.museodelferrocarril.org/
1666,Maratón de los Cuentos Guadalajara,,Disfruta de un exposición familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 17 de October de 2025.,Guadalajara,2025-10-17 00:00:00,Exposición,Movilidad reducida,1,2,Al aire libre,Gratis,https://www.maratondeloscuentos.org/
1668,Museo de las Ilusiones Madrid,,Disfruta de un museo familiar en Museo de las Ilusiones Madrid en Madrid el 14 de October de 2025.,Madrid,2025-10-14 00:00:00,Museo,Ninguna,1,5,Cubierto,Gratis,https://museumofillusions.es/madrid/
1669,Festival de los Sentidos Albacete,,Disfruta de un espectáculo familiar en Festival de los Sentidos Albacete en Albacete el 28 de August de 2025.,Albacete,2025-08-28 00:00:00,Espectáculo,Cognitiva,5,5,Al aire libre,Por confirmar,https://festivaldelossentidos.com/
1670,Museo Interactivo de la Música Málaga,,Disfruta de un festival familiar en Museo Interactivo de la Música Málaga en Málaga el 21 de February de 2025.,Málaga,2025-02-21 00:00:00,Festival,Auditiva,3,0,Cubierto,Desde 5€,https://www.musicaenaccion.com/
1671,Festival de los Sentidos Albacete,,Disfruta de un exposición familiar en Festival de los Sentidos Albacete en Albacete el 13 de March de 2025.,Albacete,2025-03-13 00:00:00,Exposición,Auditiva,2,5,Cubierto,Desde 5€,https://festivaldelossentidos.com/
1673,Familyland Tres Cantos,,Disfruta de un parque temático familiar en Familyland Tres Cantos en Madrid el 28 de June de 2025.,Madrid,2025-06-28 00:00:00,Parque Temático,Visual,4,5,Al aire libre,Desde 5€,https://familyland.es/
1674,L'Aquàrium Barcelona,,Disfruta de un parque temático familiar en L'Aquàrium Barcelona en Barcelona el 16 de April de 2025.,Barcelona,2025-04-16 00:00:00,Parque Temático,Ninguna,4,5,Al aire libre,Desde 5€,https://www.aquariumbcn.com/
1675,Pinocho en el Circo - Teatro San Pol,,Disfruta de un museo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 14 de March de 2025.,Barcelona,2025-03-14 00:00:00,Museo,Auditiva,2,0,Cubierto,Desde 5€,https://teatrosanpol.com/
1676,Atlantis Aquarium Madrid,,Disfruta de un museo familiar en Atlantis Aquarium Madrid en Madrid el 12 de February de 2025.,Madrid,2025-02-12 00:00:00,Museo,Ninguna,2,5,Al aire libre,Por confirmar,https://www.atlantisaquarium-madrid.es/
1677,Parque Gulliver Valencia,,Disfruta de un museo familiar en Parque Gulliver Valencia en Valencia el 2 de July de 2025.,Valencia,2025-07-02 00:00:00,Museo,Movilidad reducida,2,8,Cubierto,Gratis,https://www.visitvalencia.com/
1678,Maratón de los Cuentos Guadalajara,,Disfruta de un espectáculo familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 1 de February de 2025.,Guadalajara,2025-02-01 00:00:00,Espectáculo,Cognitiva,5,8,Cubierto,Desde 20€,https://www.maratondeloscuentos.org/
1679,Festival de Magia - Parque de Atracciones,,Disfruta de un concierto familiar en Festival de Magia - Parque de Atracciones en Madrid el 21 de June de 2025.,Madrid,2025-06-21 00:00:00,Concierto,Movilidad reducida,3,0,Cubierto,Desde 20€,https://parquedeatracciones.es/eventos/festival-magia
1680,Parque de Aventuras Amazonia,,Disfruta de un festival familiar en Parque de Aventuras Amazonia en Madrid el 9 de December de 2025.,Madrid,2025-12-09 00:00:00,Festival,Visual,3,5,Al aire libre,Por confirmar,https://www.parqueaventuraamazonia.com/
1681,Feria Medieval Ibiza,,Disfruta de un literatura familiar en Feria Medieval Ibiza en Illes Balears el 7 de September de 2025.,Illes Balears,2025-09-07 00:00:00,Literatura,Movilidad reducida,1,0,Cubierto,Desde 30€,https://ibiza.travel/
1682,Museo de Cera de Madrid,,Disfruta de un festival familiar en Museo de Cera de Madrid en Madrid el 3 de September de 2025.,Madrid,2025-09-03 00:00:00,Festival,Ninguna,3,0,Cubierto,Desde 5€,https://www.museoceramadrid.com/
1683,Ciudad de las Artes y las Ciencias Valencia,,Disfruta de un museo familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 24 de May de 2025.,Valencia,2025-05-24 00:00:00,Museo,Ninguna,1,0,Cubierto,Desde 30€,https://cac.es/
1684,Festival Tomavistas Madrid,,Disfruta de un museo familiar en Festival Tomavistas Madrid en Madrid el 1 de April de 2025.,Madrid,2025-04-01 00:00:00,Museo,Movilidad reducida,2,2,Al aire libre,Desde 5€,https://www.tomavistasfestival.com/
1685,Laberinto de Villapresente Cantabria,,Disfruta de un concierto familiar en Laberinto de Villapresente Cantabria en Cantabria el 27 de March de 2025.,Cantabria,2025-03-27 00:00:00,Concierto,Movilidad reducida,5,0,Cubierto,Desde 5€,https://laberintodevillapresente.es/
1687,PortAventura World,,Disfruta de un concierto familiar en PortAventura World en Madrid el 21 de March de 2025.,Madrid,2025-03-21 00:00:00,Concierto,Auditiva,5,5,Cubierto,Desde 30€,https://www.portaventuraworld.com/
1688,CaixaForum Barcelona,,Disfruta de un espectáculo familiar en CaixaForum Barcelona en Barcelona el 14 de December de 2025.,Barcelona,2025-12-14 00:00:00,Espectáculo,Visual,3,2,Al aire libre,Desde 10€,https://caixaforum.org/es/barcelona
1689,Parque Warner Madrid,,Disfruta de un parque temático familiar en Parque Warner Madrid en Madrid el 3 de September de 2025.,Madrid,2025-09-03 00:00:00,Parque Temático,Movilidad reducida,5,8,Al aire libre,Desde 30€,https://www.parquewarner.com/
1690,CaixaForum Madrid,,Disfruta de un parque temático familiar en CaixaForum Madrid en Madrid el 8 de May de 2025.,Madrid,2025-05-08 00:00:00,Parque Temático,Cognitiva,5,8,Cubierto,Por confirmar,https://caixaforum.org/es/madrid
1691,Festival Tomavistas Madrid,,Disfruta de un festival familiar en Festival Tomavistas Madrid en Madrid el 8 de April de 2025.,Madrid,2025-04-08 00:00:00,Festival,Visual,5,0,Al aire libre,Desde 10€,https://www.tomavistasfestival.com/
1692,Bioparc Valencia,,Disfruta de un exposición familiar en Bioparc Valencia en Valencia el 31 de December de 2025.,Valencia,2025-12-31 00:00:00,Exposición,Visual,1,5,Cubierto,Desde 30€,https://www.bioparcvalencia.es/
1694,Dinópolis Teruel,,Disfruta de un exposición familiar en Dinópolis Teruel en Teruel el 9 de January de 2025.,Teruel,2025-01-09 00:00:00,Exposición,Auditiva,1,8,Al aire libre,Por confirmar,https://www.dinopolis.com/
1696,Museo de la Felicidad Madrid,,Disfruta de un museo familiar en Museo de la Felicidad Madrid en Madrid el 22 de November de 2025.,Madrid,2025-11-22 00:00:00,Museo,Auditiva,2,8,Cubierto,Desde 10€,https://www.museodelafelicidad.es/
1697,Zoo Aquarium de Madrid,,Disfruta de un parque temático familiar en Zoo Aquarium de Madrid en Madrid el 14 de November de 2025.,Madrid,2025-11-14 00:00:00,Parque Temático,Visual,4,2,Cubierto,Gratis,https://www.zoomadrid.com/
1698,Museo del Ferrocarril de Madrid,,Disfruta de un festival familiar en Museo del Ferrocarril de Madrid en Madrid el 16 de March de 2025.,Madrid,2025-03-16 00:00:00,Festival,Auditiva,5,0,Cubierto,Desde 30€,https://www.museodelferrocarril.org/
1699,Pueblo Español de Barcelona,,Disfruta de un espectáculo familiar en Pueblo Español de Barcelona en Barcelona el 9 de August de 2025.,Barcelona,2025-08-09 00:00:00,Espectáculo,Visual,4,5,Al aire libre,Por confirmar,https://poble-espanyol.com/
1700,Feria Medieval Ibiza,,Disfruta de un parque temático familiar en Feria Medieval Ibiza en Illes Balears el 15 de January de 2025.,Illes Balears,2025-01-15 00:00:00,Parque Temático,Visual,3,0,Cubierto,Desde 10€,https://ibiza.travel/
1701,Acuario de Gijón,,Disfruta de un museo familiar en Acuario de Gijón en Asturias el 29 de January de 2025.,Asturias,2025-01-29 00:00:00,Museo,Movilidad reducida,2,8,Cubierto,Desde 10€,https://acuariodegijon.es/
1702,Castillo de Manzanares el Real,,Disfruta de un festival familiar en Castillo de Manzanares el Real en Ciudad Real el 30 de November de 2025.,Ciudad Real,2025-11-30 00:00:00,Festival,Cognitiva,3,8,Al aire libre,Desde 30€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
1703,Museo Nacional de Ciencias Naturales,,Disfruta de un espectáculo familiar en Museo Nacional de Ciencias Naturales en Madrid el 1 de December de 2025.,Madrid,2025-12-01 00:00:00,Espectáculo,Ninguna,3,2,Al aire libre,Desde 30€,https://www.mncn.csic.es/
1704,Isla Mágica Sevilla,,Disfruta de un festival familiar en Isla Mágica Sevilla en Sevilla el 29 de March de 2025.,Sevilla,2025-03-29 00:00:00,Festival,Visual,5,2,Cubierto,Por confirmar,https://www.islamagica.es/
1706,CosmoCaixa Barcelona,,Disfruta de un espectáculo familiar en CosmoCaixa Barcelona en Barcelona el 22 de March de 2025.,Barcelona,2025-03-22 00:00:00,Espectáculo,Auditiva,4,5,Cubierto,Desde 10€,https://cosmocaixa.org/
1707,Festival Tomavistas Madrid,,Disfruta de un espectáculo familiar en Festival Tomavistas Madrid en Madrid el 31 de October de 2025.,Madrid,2025-10-31 00:00:00,Espectáculo,Auditiva,3,2,Al aire libre,Por confirmar,https://www.tomavistasfestival.com/
1708,Dinópolis Teruel,,Disfruta de un exposición familiar en Dinópolis Teruel en Teruel el 24 de January de 2025.,Teruel,2025-01-24 00:00:00,Exposición,Movilidad reducida,2,8,Cubierto,Desde 10€,https://www.dinopolis.com/
1709,Acuario de Gijón,,Disfruta de un concierto familiar en Acuario de Gijón en Asturias el 19 de September de 2025.,Asturias,2025-09-19 00:00:00,Concierto,Cognitiva,4,0,Cubierto,Gratis,https://acuariodegijon.es/
1711,Parque de Aventuras Amazonia,,Disfruta de un parque temático familiar en Parque de Aventuras Amazonia en Madrid el 10 de January de 2025.,Madrid,2025-01-10 00:00:00,Parque Temático,Cognitiva,4,2,Cubierto,Por confirmar,https://www.parqueaventuraamazonia.com/
1713,Castillo de Manzanares el Real,,Disfruta de un museo familiar en Castillo de Manzanares el Real en Ciudad Real el 14 de August de 2025.,Ciudad Real,2025-08-14 00:00:00,Museo,Ninguna,2,2,Al aire libre,Desde 5€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
1714,Parque Faunia Madrid,,Disfruta de un festival familiar en Parque Faunia Madrid en Madrid el 12 de January de 2025.,Madrid,2025-01-12 00:00:00,Festival,Cognitiva,3,8,Cubierto,Desde 30€,https://www.faunia.es/
1715,Museo Interactivo de la Música Málaga,,Disfruta de un exposición familiar en Museo Interactivo de la Música Málaga en Málaga el 15 de December de 2025.,Málaga,2025-12-15 00:00:00,Exposición,Auditiva,1,2,Cubierto,Desde 10€,https://www.musicaenaccion.com/
1716,Museo de la Ciencia Valladolid,,Disfruta de un exposición familiar en Museo de la Ciencia Valladolid en Valladolid el 15 de August de 2025.,Valladolid,2025-08-15 00:00:00,Exposición,Ninguna,2,0,Cubierto,Desde 5€,https://museocienciavalladolid.es/
1717,Museo del Mar de Galicia,,Disfruta de un festival familiar en Museo del Mar de Galicia en A Coruña el 21 de October de 2025.,A Coruña,2025-10-21 00:00:00,Festival,Movilidad reducida,3,5,Cubierto,Por confirmar,https://museodomar.xunta.gal/
1718,Castillo de Manzanares el Real,,Disfruta de un exposición familiar en Castillo de Manzanares el Real en Ciudad Real el 28 de January de 2025.,Ciudad Real,2025-01-28 00:00:00,Exposición,Movilidad reducida,1,8,Al aire libre,Gratis,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
1719,Parque Faunia Madrid,,Disfruta de un espectáculo familiar en Parque Faunia Madrid en Madrid el 19 de August de 2025.,Madrid,2025-08-19 00:00:00,Espectáculo,Auditiva,3,0,Cubierto,Desde 30€,https://www.faunia.es/
1721,Parque Warner Madrid,,Disfruta de un espectáculo familiar en Parque Warner Madrid en Madrid el 29 de July de 2025.,Madrid,2025-07-29 00:00:00,Espectáculo,Cognitiva,3,8,Cubierto,Gratis,https://www.parquewarner.com/
1722,Ciudad de las Artes y las Ciencias Valencia,,Disfruta de un festival familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 16 de September de 2025.,Valencia,2025-09-16 00:00:00,Festival,Cognitiva,5,2,Cubierto,Gratis,https://cac.es/
1723,Familyland Tres Cantos,,Disfruta de un literatura familiar en Familyland Tres Cantos en Madrid el 19 de January de 2025.,Madrid,2025-01-19 00:00:00,Literatura,Ninguna,2,5,Cubierto,Desde 30€,https://familyland.es/
1724,Parque Warner Madrid,,Disfruta de un museo familiar en Parque Warner Madrid en Madrid el 14 de January de 2025.,Madrid,2025-01-14 00:00:00,Museo,Visual,1,8,Al aire libre,Desde 20€,https://www.parquewarner.com/
1725,CosmoCaixa Barcelona,,Disfruta de un festival familiar en CosmoCaixa Barcelona en Barcelona el 24 de August de 2025.,Barcelona,2025-08-24 00:00:00,Festival,Auditiva,4,5,Al aire libre,Desde 20€,https://cosmocaixa.org/
1727,Festival Pirineos Sur,,Disfruta de un parque temático familiar en Festival Pirineos Sur en Madrid el 17 de June de 2025.,Madrid,2025-06-17 00:00:00,Parque Temático,Auditiva,4,5,Cubierto,Desde 20€,https://pirineos-sur.es/
1729,Maratón de los Cuentos Guadalajara,,Disfruta de un museo familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 7 de March de 2025.,Guadalajara,2025-03-07 00:00:00,Museo,Movilidad reducida,1,0,Al aire libre,Desde 20€,https://www.maratondeloscuentos.org/
1730,Oceanogràfic Valencia,,Disfruta de un literatura familiar en Oceanogràfic Valencia en Valencia el 23 de July de 2025.,Valencia,2025-07-23 00:00:00,Literatura,Ninguna,1,2,Al aire libre,Por confirmar,https://www.oceanografic.org/
1731,CaixaForum Barcelona,,Disfruta de un espectáculo familiar en CaixaForum Barcelona en Barcelona el 31 de October de 2025.,Barcelona,2025-10-31 00:00:00,Espectáculo,Visual,5,8,Al aire libre,Gratis,https://caixaforum.org/es/barcelona
1732,CaixaForum Madrid,,Disfruta de un espectáculo familiar en CaixaForum Madrid en Madrid el 6 de April de 2025.,Madrid,2025-04-06 00:00:00,Espectáculo,Cognitiva,5,8,Cubierto,Desde 5€,https://caixaforum.org/es/madrid
1733,Festival Emérita Lúdica Mérida,,Disfruta de un parque temático familiar en Festival Emérita Lúdica Mérida en Badajoz el 7 de August de 2025.,Badajoz,2025-08-07 00:00:00,Parque Temático,Visual,5,0,Al aire libre,Por confirmar,https://meridaludica.com/
1735,L'Aquàrium Barcelona,,Disfruta de un festival familiar en L'Aquàrium Barcelona en Barcelona el 4 de October de 2025.,Barcelona,2025-10-04 00:00:00,Festival,Ninguna,3,5,Cubierto,Por confirmar,https://www.aquariumbcn.com/
1736,Museo Nacional de Ciencias Naturales,,Disfruta de un espectáculo familiar en Museo Nacional de Ciencias Naturales en Madrid el 29 de October de 2025.,Madrid,2025-10-29 00:00:00,Espectáculo,Cognitiva,4,5,Cubierto,Desde 30€,https://www.mncn.csic.es/
1737,CosmoCaixa Barcelona,,Disfruta de un concierto familiar en CosmoCaixa Barcelona en Barcelona el 22 de January de 2025.,Barcelona,2025-01-22 00:00:00,Concierto,Auditiva,3,2,Cubierto,Desde 10€,https://cosmocaixa.org/
1738,Museo de las Ilusiones Madrid,,Disfruta de un concierto familiar en Museo de las Ilusiones Madrid en Madrid el 25 de January de 2025.,Madrid,2025-01-25 00:00:00,Concierto,Visual,4,8,Al aire libre,Desde 20€,https://museumofillusions.es/madrid/
1740,Biblioteca Eugenio Trías actividades infantiles,,Disfruta de un exposición familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 3 de December de 2025.,Madrid,2025-12-03 00:00:00,Exposición,Visual,1,5,Al aire libre,Desde 5€,https://www.madrid.es/portales/munimadrid
1741,Museo del Mar de Galicia,,Disfruta de un espectáculo familiar en Museo del Mar de Galicia en A Coruña el 28 de December de 2025.,A Coruña,2025-12-28 00:00:00,Espectáculo,Auditiva,3,2,Al aire libre,Desde 10€,https://museodomar.xunta.gal/
1742,Pinocho en el Circo - Teatro San Pol,,Disfruta de un museo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 30 de July de 2025.,Barcelona,2025-07-30 00:00:00,Museo,Visual,2,2,Cubierto,Desde 5€,https://teatrosanpol.com/
1743,Museo Nacional de Ciencias Naturales,,Disfruta de un concierto familiar en Museo Nacional de Ciencias Naturales en Madrid el 19 de March de 2025.,Madrid,2025-03-19 00:00:00,Concierto,Visual,3,0,Cubierto,Desde 20€,https://www.mncn.csic.es/
1745,Atlantis Aquarium Madrid,,Disfruta de un parque temático familiar en Atlantis Aquarium Madrid en Madrid el 17 de January de 2025.,Madrid,2025-01-17 00:00:00,Parque Temático,Auditiva,5,5,Cubierto,Gratis,https://www.atlantisaquarium-madrid.es/
1747,Festival Pirineos Sur,,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 8 de August de 2025.,Madrid,2025-08-08 00:00:00,Literatura,Movilidad reducida,1,2,Cubierto,Desde 30€,https://pirineos-sur.es/
1748,Museo de la Felicidad Madrid,,Disfruta de un literatura familiar en Museo de la Felicidad Madrid en Madrid el 7 de November de 2025.,Madrid,2025-11-07 00:00:00,Literatura,Ninguna,2,5,Cubierto,Por confirmar,https://www.museodelafelicidad.es/
1749,Parque Faunia Madrid,,Disfruta de un literatura familiar en Parque Faunia Madrid en Madrid el 7 de August de 2025.,Madrid,2025-08-07 00:00:00,Literatura,Cognitiva,1,0,Al aire libre,Por confirmar,https://www.faunia.es/
1750,Bioparc Valencia,,Disfruta de un parque temático familiar en Bioparc Valencia en Valencia el 27 de May de 2025.,Valencia,2025-05-27 00:00:00,Parque Temático,Movilidad reducida,3,5,Al aire libre,Desde 20€,https://www.bioparcvalencia.es/
1751,Dinópolis Teruel,,Disfruta de un espectáculo familiar en Dinópolis Teruel en Teruel el 27 de December de 2025.,Teruel,2025-12-27 00:00:00,Espectáculo,Ninguna,4,2,Al aire libre,Desde 5€,https://www.dinopolis.com/
1752,Feria Medieval Ibiza,,Disfruta de un literatura familiar en Feria Medieval Ibiza en Illes Balears el 7 de March de 2025.,Illes Balears,2025-03-07 00:00:00,Literatura,Visual,2,8,Al aire libre,Por confirmar,https://ibiza.travel/
1753,Acuario de Gijón,,Disfruta de un festival familiar en Acuario de Gijón en Asturias el 11 de August de 2025.,Asturias,2025-08-11 00:00:00,Festival,Ninguna,3,5,Al aire libre,Desde 10€,https://acuariodegijon.es/
1754,CaixaForum Madrid,,Disfruta de un concierto familiar en CaixaForum Madrid en Madrid el 15 de April de 2025.,Madrid,2025-04-15 00:00:00,Concierto,Ninguna,3,8,Cubierto,Desde 30€,https://caixaforum.org/es/madrid
1755,Jurassic World Experience Madrid,,Disfruta de un espectáculo familiar en Jurassic World Experience Madrid en Madrid el 3 de February de 2025.,Madrid,2025-02-03 00:00:00,Espectáculo,Visual,4,5,Cubierto,Desde 10€,https://jurassicworldexperience.es/
1756,Parque de la Naturaleza de Cabárceno Cantabria,,Disfruta de un literatura familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 25 de October de 2025.,Cantabria,2025-10-25 00:00:00,Literatura,Auditiva,2,5,Cubierto,Desde 20€,https://parquedecabarceno.com/
1757,Pinocho en el Circo - Teatro San Pol,,Disfruta de un parque temático familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 22 de January de 2025.,Barcelona,2025-01-22 00:00:00,Parque Temático,Ninguna,5,2,Al aire libre,Desde 30€,https://teatrosanpol.com/
1758,Bioparc Valencia,,Disfruta de un concierto familiar en Bioparc Valencia en Valencia el 18 de January de 2025.,Valencia,2025-01-18 00:00:00,Concierto,Auditiva,5,0,Cubierto,Desde 20€,https://www.bioparcvalencia.es/
1759,Isla Mágica Sevilla,,Disfruta de un exposición familiar en Isla Mágica Sevilla en Sevilla el 24 de January de 2025.,Sevilla,2025-01-24 00:00:00,Exposición,Movilidad reducida,2,2,Cubierto,Desde 10€,https://www.islamagica.es/
1760,L'Aquàrium Barcelona,,Disfruta de un exposición familiar en L'Aquàrium Barcelona en Barcelona el 24 de February de 2025.,Barcelona,2025-02-24 00:00:00,Exposición,Auditiva,2,0,Al aire libre,Gratis,https://www.aquariumbcn.com/
1761,Museo del Ferrocarril de Madrid,,Disfruta de un exposición familiar en Museo del Ferrocarril de Madrid en Madrid el 22 de November de 2025.,Madrid,2025-11-22 00:00:00,Exposición,Ninguna,1,5,Al aire libre,Gratis,https://www.museodelferrocarril.org/
1762,Parque Gulliver Valencia,,Disfruta de un espectáculo familiar en Parque Gulliver Valencia en Valencia el 21 de February de 2025.,Valencia,2025-02-21 00:00:00,Espectáculo,Visual,5,8,Al aire libre,Desde 20€,https://www.visitvalencia.com/
1763,PortAventura World,,Disfruta de un exposición familiar en PortAventura World en Madrid el 25 de September de 2025.,Madrid,2025-09-25 00:00:00,Exposición,Visual,1,5,Al aire libre,Desde 5€,https://www.portaventuraworld.com/
1765,Concierto Aitana Estadio Metropolitano,,Disfruta de un festival familiar en Concierto Aitana Estadio Metropolitano en Madrid el 29 de August de 2025.,Madrid,2025-08-29 00:00:00,Festival,Auditiva,4,2,Cubierto,Gratis,https://aitanamusic.es/
